document_id,content
93,"Numerous sea caves have been surveyed in England, Scotland, and in France, particularly on the Normandy coast. Until 2013, the largest known sea caves were found along the west coast of the United States, the Hawaiian islands, and the Shetland Islands. Some of the best-known sea caves are European. Fingal's Cave, on the Scottish island of Staffa, is a spacious cave some 70 m long, formed in columnar basalt."
94,"Sea Caves. Sea caves are also known as Littoral caves. They are formed by the action of waves pounding against the land and removing material over time. Sea caves are relatively small, with only a few over 300 meters in length. Because this type of cave is generally found facing the open sea, just getting to them can be an adventure in itself! Many of these caves can only be approached and explored by kayak or small boat. Others drain out at low tide and can be explored on foot. Sea caves are obviously located in coastal areas. Examples are the sea caves of Santa Cruz Island in California and the Na Pali Coast on the island of Kauai, Hawaii."
95,"Painted Cave, a large sea cave, Santa Cruz Island, California. Sea caves are found along coasts around the world. A special case is littoral caves, which are formed by wave action in zones of weakness in sea cliffs. Often these weaknesses are faults, but they may also be dykes or bedding-plane contacts. Some wave-cut caves are now above sea level because of later uplift. Elsewhere, in places such as Thailand's Phang Nga Bay, solutional caves have been flooded by the sea and are now subject to littoral erosion. Sea caves are generally around 5 to 50 metres (16 to 164 ft) in length, but may exceed 300 metres (980 ft)."
96,"Of course, even with these standards, there are even more out there burger varieties. The Canadian kubie uses kubasa instead of ground beef, for example, and there are many other non-beef burgers available in many markets."
97,"Curry Burger: A curry burger is a variant of the American hamburger that is seasoned with curry. Made with ground beef, chicken, or lamb, it is typically seasoned with curry powder, as well as yogurt, onions, green peppers, and other spices, and then served on a traditional hamburger bun."
98,"We toss around references to different burger styles on this site all the time, but it occurred to me that we've never really set them out all in one place for easy reference. I'm doing that now. Here's a list of all the burger styles we could think of. If there's something here we're missing, chime in with a comment."
99,"The favorite choice for the term Hamburgers is 1 Hamburger (Single Patty with Condiments and Vegetables) which has about 13 grams of fat. The total fat, saturated fat and other fats for a variety of types and serving sizes of Hamburgers is shown below."
100,"As you look through this list of five types of cheese for burgers, keep in mind that cheeseburgers don't have to be made with ground beef. Other types of meat, like buffalo or turkey, are great with cheese. Veggie burgers are especially good with a thick layer of melted cheese on top."
101,"Banquet Burger: A hamburger with one patty, bacon, and cheese is a bacon cheeseburger or a Banquet Burger; hamburgers with bacon but no cheese are often called bacon-burgers. Patty Melt: A patty melt is a sandwich consisting of a hamburger patty, sauteed sautéed onions and cheese between two slices of rye. bread"
102,"15 Interesting Facts About Burgers. Many types of food are well known throughout the world, but none are as strongly recognized as the hamburger. This simple combination of bread and beef has been copied, revised, enhanced, simplified, and served in over 150 countries."
103,"Barbecue Burger: A BBQ hamburger is made from ground beef, mixed with onions and barbecue sauce-then grilled on the grill. Once the meat has been turned once, barbecue sauce is spread on top and grilled until the sauce caramelizes."
104,"The traditional Australasian hamburgers: The hamburger meat is always ground beef. They almost always include tomato, lettuce, grilled onion, beetroot (canned slices), and meat as minimum, and can optionally include cheese, pineapple, a fried egg (usually with a hard yolk) and bacon."
